,Ticker_Symbol,Years,Period_Ending, Total _Revenue ,Revenue,COGS ," Sales, General and Admin. ",R&D,,, Other_Operating_expense,GICS_Sector,GICS_Sub_Industry,,,Column1,,,,,
290,CF,Year 1,12/31/2012," $6,104,000,000 ",6104000000.00," $2,990,700,000 "," $200,900,000 ", $-   , -   ,    , $-   ,Materials,Fertilizers & Agricultural Chemicals,,,,,,    ,,    
291,CF,Year 2,12/31/2013," $5,474,700,000 ",5474700000.00," $2,954,500,000 "," $150,200,000 ", $-   , -   ,    , $-   ,Materials,Fertilizers & Agricultural Chemicals,,,,,,    ,,    
292,CF,Year 3,12/31/2014," $4,743,200,000 ",4743200000.00," $2,964,700,000 "," $205,200,000 ", $-   , -   ,    , $-   ,Materials,Fertilizers & Agricultural Chemicals,,,,,,    ,,    
293,CF,Year 4,12/31/2015," $4,308,300,000 ",4308300000.00," $2,761,200,000 "," $319,000,000 ", $-   , -   ,    , $-   ,Materials,Fertilizers & Agricultural Chemicals,,,,,,    ,,    
294,CFG,Year 1,12/31/2012," $5,513,000,000 ",5513000000.00," $375,000,000 "," $3,380,000,000 ", $-   , -   ,    ," $490,000,000 ",Financials,Regional Banks,,,,,,    ,,    
295,CFG,Year 2,12/31/2013," $5,133,000,000 ",5133000000.00," $216,000,000 "," $3,142,000,000 ", $-   , -   ,    ," $581,000,000 ",Financials,Regional Banks,,,,,,    ,,    
296,CFG,Year 3,12/31/2014," $5,342,000,000 ",5342000000.00," $160,000,000 "," $3,247,000,000 ", $-   , -   ,    ," $464,000,000 ",Financials,Regional Banks,,,,,,    ,,    
297,CFG,Year 4,12/31/2015," $5,276,000,000 ",5276000000.00," $237,000,000 "," $3,113,000,000 ", $-   , -   ,    ," $448,000,000 ",Financials,Regional Banks,,,,,,    ,,    
298,CHD,Year 1,12/31/2012," $2,921,900,000 ",2921900000.00," $1,630,500,000 "," $746,300,000 ", $-   , -   ,    , $-   ,Consumer Staples,Household Products,,,,,,    ,,    
299,CHD,Year 2,12/31/2013," $3,194,300,000 ",3194300000.00," $1,756,300,000 "," $815,800,000 ", $-   , -   ,    , $-   ,Consumer Staples,Household Products,,,,,,    ,,    
300,CHD,Year 3,12/31/2014," $3,297,600,000 ",3297600000.00," $1,844,700,000 "," $811,700,000 ", $-   , -   ,    , $-   ,Consumer Staples,Household Products,,,,,,    ,,    
301,CHD,Year 4,12/31/2015," $3,394,800,000 ",3394800000.00," $1,883,000,000 "," $837,600,000 ", $-   , -   ,    , $-   ,Consumer Staples,Household Products,,,,,,    ,,    
302,CHK,Year 1,12/31/2012," $12,316,000,000 ",12316000000.00," $7,081,000,000 "," $723,000,000 ", $-   , -   ,    ," $2,811,000,000 ",Energy,Integrated Oil & Gas,,,,,,    ,,    
303,CHK,Year 2,12/31/2013," $19,080,000,000 ",19080000000.00," $12,930,000,000 "," $686,000,000 ", $-   , -   ,    ," $2,903,000,000 ",Energy,Integrated Oil & Gas,,,,,,    ,,    
304,CHK,Year 3,12/31/2014," $23,125,000,000 ",23125000000.00," $16,049,000,000 "," $554,000,000 ", $-   , -   ,    ," $2,915,000,000 ",Energy,Integrated Oil & Gas,,,,,,    ,,    
305,CHK,Year 4,12/31/2015," $12,764,000,000 ",12764000000.00," $10,295,000,000 "," $334,000,000 ", $-   , -   ,    ," $2,229,000,000 ",Energy,Integrated Oil & Gas,,,,,,    ,,    
306,CHRW,Year 1,12/31/2012," $11,359,113,000 ",11359113000.00," $9,641,542,000 "," $1,042,251,000 ", $-   , -   ,    , $-   ,Industrials,Air Freight & Logistics,,,,,,    ,,    
307,CHRW,Year 2,12/31/2013," $12,752,076,000 ",12752076000.00," $10,915,981,000 "," $1,153,445,000 ", $-   , -   ,    , $-   ,Industrials,Air Freight & Logistics,,,,,,    ,,    
308,CHRW,Year 3,12/31/2014," $13,470,067,000 ",13470067000.00," $11,462,415,000 "," $1,259,234,000 ", $-   , -   ,    , $-   ,Industrials,Air Freight & Logistics,,,,,,    ,,    
309,CHRW,Year 4,12/31/2015," $13,476,084,000 ",13476084000.00," $11,207,604,000 "," $1,410,170,000 ", $-   , -   ,    , $-   ,Industrials,Air Freight & Logistics,,,,,,    ,,    
310,CHTR,Year 1,12/31/2013," $8,155,000,000 ",8155000000.00," $5,345,000,000 "," $47,000,000 ", $-   , -   ,    ," $1,854,000,000 ",Consumer Discretionary,Cable & Satellite,,,,,,    ,,    
311,CHTR,Year 2,12/31/2014," $9,108,000,000 ",9108000000.00," $5,973,000,000 "," $62,000,000 ", $-   , -   ,    ," $2,102,000,000 ",Consumer Discretionary,Cable & Satellite,,,,,,    ,,    
312,CHTR,Year 3,12/31/2015," $9,754,000,000 ",9754000000.00," $6,426,000,000 "," $89,000,000 ", $-   , -   ,    ," $2,125,000,000 ",Consumer Discretionary,Cable & Satellite,,,,,,    ,,    
313,CHTR,Year 4,12/31/2016," $29,003,000,000 ",29003000000.00," $18,655,000,000 "," $86,000,000 ", $-   , -   ,    ," $6,907,000,000 ",Consumer Discretionary,Cable & Satellite,,,,,,    ,,    
314,CI,Year 1,12/31/2012," $29,119,000,000 ",29119000000.00," $17,900,000,000 ", $-   , $-   , -   ,    ," $8,742,000,000 ",Health Care,Managed Health Care,,,,,,    ,,    
315,CI,Year 2,12/31/2013," $32,380,000,000 ",32380000000.00," $20,865,000,000 ", $-   , $-   , -   ,    ," $9,339,000,000 ",Health Care,Managed Health Care,,,,,,    ,,    
316,CI,Year 3,12/31/2014," $34,914,000,000 ",34914000000.00," $21,334,000,000 ", $-   , $-   , -   ,    ," $10,276,000,000 ",Health Care,Managed Health Care,,,,,,    ,,    
317,CI,Year 4,12/31/2015," $37,876,000,000 ",37876000000.00," $23,290,000,000 ", $-   , $-   , -   ,    ," $11,259,000,000 ",Health Care,Managed Health Care,,,,,,    ,,    
318,CINF,Year 1,12/31/2012," $4,111,000,000 ",4111000000.00," $3,477,000,000 ", $-   , $-   , -   ,    ," $14,000,000 ",Financials,Property & Casualty Insurance,,,,,,    ,,    
319,CINF,Year 2,12/31/2013," $4,531,000,000 ",4531000000.00," $3,748,000,000 ", $-   , $-   , -   ,    ," $15,000,000 ",Financials,Property & Casualty Insurance,,,,,,    ,,    
320,CINF,Year 3,12/31/2014," $4,945,000,000 ",4945000000.00," $4,157,000,000 ", $-   , $-   , -   ,    ," $14,000,000 ",Financials,Property & Casualty Insurance,,,,,,    ,,    
321,CINF,Year 4,12/31/2015," $5,142,000,000 ",5142000000.00," $4,195,000,000 ", $-   , $-   , -   ,    ," $13,000,000 ",Financials,Property & Casualty Insurance,,,,,,    ,,    
322,CL,Year 1,12/31/2012," $17,085,000,000 ",17085000000.00," $7,153,000,000 "," $6,043,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Household Products,,,,,,    ,,    
323,CL,Year 2,12/31/2013," $17,420,000,000 ",17420000000.00," $7,219,000,000 "," $6,645,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Household Products,,,,,,    ,,    
324,CL,Year 3,12/31/2014," $17,277,000,000 ",17277000000.00," $7,168,000,000 "," $6,552,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Household Products,,,,,,    ,,    
325,CL,Year 4,12/31/2015," $16,034,000,000 ",16034000000.00," $6,635,000,000 "," $6,610,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Household Products,,,,,,    ,,    
326,CLX,Year 1,6/30/2013," $5,533,000,000 ",5533000000.00," $3,142,000,000 "," $1,291,000,000 "," $130,000,000 "," 130,000,000 "," 130,000,000 ", $-   ,Consumer Staples,Household Products,,,,,," 130,000,000 ",," 130,000,000 "
327,CLX,Year 2,6/30/2014," $5,514,000,000 ",5514000000.00," $3,158,000,000 "," $1,254,000,000 "," $125,000,000 "," 125,000,000 "," 125,000,000 ", $-   ,Consumer Staples,Household Products,,,,,," 125,000,000 ",," 125,000,000 "
328,CLX,Year 3,6/30/2015," $5,655,000,000 ",5655000000.00," $3,190,000,000 "," $1,321,000,000 "," $136,000,000 "," 136,000,000 "," 136,000,000 ", $-   ,Consumer Staples,Household Products,,,,,," 136,000,000 ",," 136,000,000 "
329,CLX,Year 4,6/30/2016," $5,761,000,000 ",5761000000.00," $3,163,000,000 "," $1,393,000,000 "," $141,000,000 "," 141,000,000 "," 141,000,000 ", $-   ,Consumer Staples,Household Products,,,,,," 141,000,000 ",," 141,000,000 "
330,CMA,Year 1,12/31/2013," $2,666,000,000 ",2666000000.00," $55,000,000 "," $1,670,000,000 ", $-   , -   ,    ," $46,000,000 ",Financials,Regional Banks,,,,,,    ,,    
331,CMA,Year 2,12/31/2014," $2,607,000,000 ",2607000000.00," $45,000,000 "," $1,611,000,000 ", $-   , -   ,    ," $27,000,000 ",Financials,Regional Banks,,,,,,    ,,    
332,CMA,Year 3,12/31/2015," $2,819,000,000 ",2819000000.00," $43,000,000 "," $1,859,000,000 ", $-   , -   ,    ," $147,000,000 ",Financials,Regional Banks,,,,,,    ,,    
333,CMA,Year 4,12/31/2016," $2,960,000,000 ",2960000000.00," $40,000,000 "," $1,836,000,000 ", $-   , -   ,    ," $248,000,000 ",Financials,Regional Banks,,,,,,    ,,    
338,CMG,Year 1,12/31/2013," $3,214,591,000 ",3214591000.00," $2,359,822,000 "," $203,733,000 ", $-   , -   ,    ," $96,054,000 ",Consumer Discretionary,Restaurants,,,,,,    ,,    
339,CMG,Year 2,12/31/2014," $4,108,269,000 ",4108269000.00," $2,990,513,000 "," $273,897,000 ", $-   , -   ,    ," $110,474,000 ",Consumer Discretionary,Restaurants,,,,,,    ,,    
340,CMG,Year 3,12/31/2015," $4,501,223,000 ",4501223000.00," $3,326,936,000 "," $250,214,000 ", $-   , -   ,    ," $130,368,000 ",Consumer Discretionary,Restaurants,,,,,,    ,,    
341,CMG,Year 4,12/31/2016," $3,904,384,000 ",3904384000.00," $3,406,170,000 "," $276,240,000 ", $-   , -   ,    ," $146,368,000 ",Consumer Discretionary,Restaurants,,,,,,    ,,    
342,CMI,Year 1,12/31/2013," $17,301,000,000 ",17301000000.00," $13,021,000,000 "," $1,827,000,000 "," $713,000,000 "," 713,000,000 "," 713,000,000 ", $-   ,Industrials,Industrial Machinery,,,,,," 713,000,000 ",," 713,000,000 "
343,CMI,Year 2,12/31/2014," $19,221,000,000 ",19221000000.00," $14,360,000,000 "," $2,112,000,000 "," $754,000,000 "," 754,000,000 "," 754,000,000 ", $-   ,Industrials,Industrial Machinery,,,,,," 754,000,000 ",," 754,000,000 "
344,CMI,Year 3,12/31/2015," $19,110,000,000 ",19110000000.00," $14,163,000,000 "," $2,169,000,000 "," $735,000,000 "," 735,000,000 "," 735,000,000 ", $-   ,Industrials,Industrial Machinery,,,,,," 735,000,000 ",," 735,000,000 "
345,CMI,Year 4,12/31/2016," $17,509,000,000 ",17509000000.00," $13,057,000,000 "," $2,189,000,000 "," $636,000,000 "," 636,000,000 "," 636,000,000 ", $-   ,Industrials,Industrial Machinery,,,,,," 636,000,000 ",," 636,000,000 "
346,CMS,Year 1,12/31/2013," $6,566,000,000 ",6566000000.00," $4,562,000,000 "," $234,000,000 ", $-   , -   ,    ," $628,000,000 ",Utilities,MultiUtilities,,,,,,    ,,    
347,CMS,Year 2,12/31/2014," $7,179,000,000 ",7179000000.00," $5,090,000,000 "," $252,000,000 ", $-   , -   ,    ," $685,000,000 ",Utilities,MultiUtilities,,,,,,    ,,    
348,CMS,Year 3,12/31/2015," $6,456,000,000 ",6456000000.00," $4,281,000,000 "," $262,000,000 ", $-   , -   ,    ," $750,000,000 ",Utilities,MultiUtilities,,,,,,    ,,    
349,CMS,Year 4,12/31/2016," $6,399,000,000 ",6399000000.00," $4,010,000,000 "," $281,000,000 ", $-   , -   ,    ," $811,000,000 ",Utilities,MultiUtilities,,,,,,    ,,    
350,CNC,Year 1,12/31/2012," $8,110,000,000 ",8110000000.00," $6,781,000,000 "," $1,105,000,000 ", $-   , -   ,    ," $88,000,000 ",Health Care,Managed Health Care,,,,,,    ,,    
351,CNC,Year 2,12/31/2013," $10,863,000,000 ",10863000000.00," $8,995,000,000 "," $1,264,000,000 ", $-   , -   ,    ," $327,000,000 ",Health Care,Managed Health Care,,,,,,    ,,    
352,CNC,Year 3,12/31/2014," $16,560,000,000 ",16560000000.00," $12,678,000,000 "," $2,012,000,000 ", $-   , -   ,    ," $1,406,000,000 ",Health Care,Managed Health Care,,,,,,    ,,    
353,CNC,Year 4,12/31/2015," $22,760,000,000 ",22760000000.00," $17,242,000,000 "," $2,977,000,000 ", $-   , -   ,    ," $1,836,000,000 ",Health Care,Managed Health Care,,,,,,    ,,    
354,CNP,Year 1,12/31/2012," $7,452,000,000 ",7452000000.00," $4,747,000,000 "," $365,000,000 ", $-   , -   ,    ," $1,050,000,000 ",Utilities,MultiUtilities,,,,,,    ,,    
355,CNP,Year 2,12/31/2013," $8,106,000,000 ",8106000000.00," $5,755,000,000 "," $387,000,000 ", $-   , -   ,    ," $954,000,000 ",Utilities,MultiUtilities,,,,,,    ,,    
356,CNP,Year 3,12/31/2014," $9,226,000,000 ",9226000000.00," $6,890,000,000 "," $388,000,000 ", $-   , -   ,    ," $1,013,000,000 ",Utilities,MultiUtilities,,,,,,    ,,    
357,CNP,Year 4,12/31/2015," $7,386,000,000 ",7386000000.00," $5,109,000,000 "," $374,000,000 ", $-   , -   ,    ," $970,000,000 ",Utilities,MultiUtilities,,,,,,    ,,    
358,COF,Year 1,12/31/2012," $23,771,000,000 ",23771000000.00," $1,403,000,000 "," $11,188,000,000 ", $-   , -   ,    ," $5,024,000,000 ",Financials,Consumer Finance,,,,,,    ,,    
359,COF,Year 2,12/31/2013," $24,176,000,000 ",24176000000.00," $1,241,000,000 "," $11,682,000,000 ", $-   , -   ,    ," $4,124,000,000 ",Financials,Consumer Finance,,,,,,    ,,    
360,COF,Year 3,12/31/2014," $23,869,000,000 ",23869000000.00," $1,088,000,000 "," $11,648,000,000 ", $-   , -   ,    ," $4,073,000,000 ",Financials,Consumer Finance,,,,,,    ,,    
361,COF,Year 4,12/31/2015," $25,038,000,000 ",25038000000.00," $1,091,000,000 "," $12,566,000,000 ", $-   , -   ,    ," $4,966,000,000 ",Financials,Consumer Finance,,,,,,    ,,    
362,COG,Year 1,12/31/2012," $1,204,546,000 ",1204546000.00," $290,054,000 "," $170,113,000 ", $-   , -   ,    ," $451,405,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,    
363,COG,Year 2,12/31/2013," $1,746,278,000 ",1746278000.00," $400,281,000 "," $147,651,000 ", $-   , -   ,    ," $651,052,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,    
364,COG,Year 3,12/31/2014," $2,173,011,000 ",2173011000.00," $524,880,000 "," $129,602,000 ", $-   , -   ,    ," $632,760,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,    
365,COG,Year 4,12/31/2015," $1,357,150,000 ",1357150000.00," $580,994,000 "," $112,253,000 ", $-   , -   ,    ," $622,211,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,    
366,COL,Year 1,9/30/2013," $4,474,000,000 ",4474000000.00," $3,103,000,000 "," $495,000,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,    
367,COL,Year 2,9/30/2014," $4,979,000,000 ",4979000000.00," $3,469,000,000 "," $594,000,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,    
368,COL,Year 3,9/30/2015," $5,244,000,000 ",5244000000.00," $3,630,000,000 "," $606,000,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,    
369,COL,Year 4,9/30/2016," $5,259,000,000 ",5259000000.00," $3,642,000,000 "," $638,000,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,    
370,COO,Year 1,10/31/2013," $1,587,725,000 ",1587725000.00," $560,917,000 "," $610,735,000 "," $58,827,000 "," 58,827,000 "," 58,827,000 "," $30,239,000 ",Health Care,Health Care Supplies,,,,,," 58,827,000 ",," 58,827,000 "
371,COO,Year 2,10/31/2014," $1,717,776,000 ",1717776000.00," $626,206,000 "," $683,115,000 "," $66,259,000 "," 66,259,000 "," 66,259,000 "," $35,710,000 ",Health Care,Health Care Supplies,,,,,," 66,259,000 ",," 66,259,000 "
372,COO,Year 3,10/31/2015," $1,797,060,000 ",1797060000.00," $726,798,000 "," $712,543,000 "," $69,589,000 "," 69,589,000 "," 69,589,000 "," $51,459,000 ",Health Care,Health Care Supplies,,,,,," 69,589,000 ",," 69,589,000 "
373,COO,Year 4,10/31/2016," $1,966,814,000 ",1966814000.00," $793,735,000 "," $722,798,000 "," $65,411,000 "," 65,411,000 "," 65,411,000 "," $60,790,000 ",Health Care,Health Care Supplies,,,,,," 65,411,000 ",," 65,411,000 "
374,COST,Year 1,09-01-2013," $105,156,000,000 ",105156000000.00," $91,948,000,000 "," $10,104,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Hypermarkets & Super Centers,,,,,,    ,,    
375,COST,Year 2,8/31/2014," $112,640,000,000 ",112640000000.00," $98,458,000,000 "," $10,899,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Hypermarkets & Super Centers,,,,,,    ,,    
376,COST,Year 3,8/30/2015," $116,199,000,000 ",116199000000.00," $101,065,000,000 "," $11,445,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Hypermarkets & Super Centers,,,,,,    ,,    
377,COST,Year 4,8/28/2016," $118,719,000,000 ",118719000000.00," $102,901,000,000 "," $12,068,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Hypermarkets & Super Centers,,,,,,    ,,    
378,COTY,Year 1,6/30/2003," $1,577,000 ",1577000.00," $258,000 "," $2,410,000 "," $65,000 "," 65,000 "," 65,000 ", $-   ,Consumer Staples,Personal Products,,,,,," 65,000 ",," 65,000 "
379,COTY,Year 2,6/30/2004," $1,514,000 ",1514000.00," $142,000 "," $3,940,000 "," $30,000 "," 30,000 "," 30,000 "," $163,000 ",Consumer Staples,Personal Products,,,,,," 30,000 ",," 30,000 "
380,COTY,Year 3,2/28/2006," $79,562,000 ",79562000.00," $75,508,000 "," $15,359,000 ", $-   , -   ,    , $-   ,Consumer Staples,Personal Products,,,,,,    ,,    
381,COTY,Year 4,2/28/2007," $99,642,000 ",99642000.00," $84,477,000 "," $25,853,000 ", $-   , -   ,    , $-   ,Consumer Staples,Personal Products,,,,,,    ,,    
382,CPB,Year 1,7/28/2013," $8,052,000,000 ",8052000000.00," $5,140,000,000 "," $1,653,000,000 "," $128,000,000 "," 128,000,000 "," 128,000,000 ", $-   ,Consumer Staples,Packaged Foods & Meats,,,,,," 128,000,000 ",," 128,000,000 "
383,CPB,Year 2,08-03-2014," $8,268,000,000 ",8268000000.00," $5,297,000,000 "," $1,527,000,000 "," $122,000,000 "," 122,000,000 "," 122,000,000 ", $-   ,Consumer Staples,Packaged Foods & Meats,,,,,," 122,000,000 ",," 122,000,000 "
384,CPB,Year 3,08-02-2015," $8,082,000,000 ",8082000000.00," $5,300,000,000 "," $1,509,000,000 "," $117,000,000 "," 117,000,000 "," 117,000,000 ", $-   ,Consumer Staples,Packaged Foods & Meats,,,,,," 117,000,000 ",," 117,000,000 "
385,CPB,Year 4,7/31/2016," $7,961,000,000 ",7961000000.00," $5,181,000,000 "," $1,665,000,000 "," $124,000,000 "," 124,000,000 "," 124,000,000 ", $-   ,Consumer Staples,Packaged Foods & Meats,,,,,," 124,000,000 ",," 124,000,000 "
386,CRM,Year 1,1/31/2013," $3,050,195,000 ",3050195000.00," $683,579,000 "," $2,047,847,000 "," $429,479,000 "," 429,479,000 "," 429,479,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 429,479,000 ",," 429,479,000 "
387,CRM,Year 2,1/31/2014," $4,071,003,000 ",4071003000.00," $968,428,000 "," $2,764,851,000 "," $623,798,000 "," 623,798,000 "," 623,798,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 623,798,000 ",," 623,798,000 "
388,CRM,Year 3,1/31/2015," $5,373,586,000 ",5373586000.00," $1,289,270,000 "," $3,437,032,000 "," $792,917,000 "," 792,917,000 "," 792,917,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 792,917,000 ",," 792,917,000 "
389,CRM,Year 4,1/31/2016," $6,667,216,000 ",6667216000.00," $1,654,548,000 "," $3,951,445,000 "," $946,300,000 "," 946,300,000 "," 946,300,000 ", $-   ,Information Technology,Internet Software & Services,,,,,," 946,300,000 ",," 946,300,000 "
390,CSCO,Year 1,7/27/2013," $48,607,000,000 ",48607000000.00," $19,167,000,000 "," $11,802,000,000 "," $5,942,000,000 "," 5,942,000,000 "," 5,942,000,000 "," $395,000,000 ",Information Technology,Networking Equipment,,,,,," 5,942,000,000 ",," 5,942,000,000 "
391,CSCO,Year 2,7/26/2014," $47,142,000,000 ",47142000000.00," $19,373,000,000 "," $11,437,000,000 "," $6,294,000,000 "," 6,294,000,000 "," 6,294,000,000 "," $275,000,000 ",Information Technology,Networking Equipment,,,,,," 6,294,000,000 ",," 6,294,000,000 "
392,CSCO,Year 3,7/25/2015," $49,161,000,000 ",49161000000.00," $19,480,000,000 "," $11,861,000,000 "," $6,207,000,000 "," 6,207,000,000 "," 6,207,000,000 "," $359,000,000 ",Information Technology,Networking Equipment,,,,,," 6,207,000,000 ",," 6,207,000,000 "
393,CSCO,Year 4,7/30/2016," $49,247,000,000 ",49247000000.00," $18,287,000,000 "," $11,433,000,000 "," $6,296,000,000 "," 6,296,000,000 "," 6,296,000,000 "," $303,000,000 ",Information Technology,Networking Equipment,,,,,," 6,296,000,000 ",," 6,296,000,000 "
394,CSRA,Year 1,04-03-2015," $4,069,746,000 ",4069746000.00," $3,282,301,000 "," $194,207,000 ", $-   , -   ,    ," $137,058,000 ",Information Technology,IT Consulting & Other Services,,,,,,    ,,    
395,CSRA,Year 2,04-01-2016," $4,250,447,000 ",4250447000.00," $3,575,631,000 "," $187,244,000 ", $-   , -   ,    ," $182,242,000 ",Information Technology,IT Consulting & Other Services,,,,,,    ,,    
396,CSX,Year 1,12/31/2013," $12,026,000,000 ",12026000000.00," $3,931,000,000 "," $3,518,000,000 ", $-   , -   ,    ," $1,104,000,000 ",Industrials,Railroads,,,,,,    ,,    
397,CSX,Year 2,12/26/2014," $12,669,000,000 ",12669000000.00," $4,100,000,000 "," $3,805,000,000 ", $-   , -   ,    ," $1,151,000,000 ",Industrials,Railroads,,,,,,    ,,    
398,CSX,Year 3,12/25/2015," $11,811,000,000 ",11811000000.00," $3,293,000,000 "," $3,726,000,000 ", $-   , -   ,    ," $1,208,000,000 ",Industrials,Railroads,,,,,,    ,,    
399,CSX,Year 4,12/30/2016," $11,069,000,000 ",11069000000.00," $2,782,000,000 "," $3,597,000,000 ", $-   , -   ,    ," $1,301,000,000 ",Industrials,Railroads,,,,,,    ,,    
400,CTAS,Year 1,5/31/2013," $4,245,964,000 ",4245964000.00," $2,492,655,000 "," $1,187,331,000 ", $-   , -   ,    , $-   ,Industrials,Diversified Support Services,,,,,,    ,,    
401,CTAS,Year 2,5/31/2014," $4,193,844,000 ",4193844000.00," $2,444,085,000 "," $1,147,039,000 ", $-   , -   ,    , $-   ,Industrials,Diversified Support Services,,,,,,    ,,    
402,CTAS,Year 3,5/31/2015," $4,476,886,000 ",4476886000.00," $2,555,549,000 "," $1,224,930,000 ", $-   , -   ,    , $-   ,Industrials,Diversified Support Services,,,,,,    ,,    
403,CTAS,Year 4,5/31/2016," $4,905,458,000 ",4905458000.00," $2,775,588,000 "," $1,348,122,000 ", $-   , -   ,    , $-   ,Industrials,Diversified Support Services,,,,,,    ,,    
404,CTL,Year 1,12/31/2012," $18,376,000,000 ",18376000000.00," $7,639,000,000 "," $3,244,000,000 ", $-   , -   ,    ," $4,780,000,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,    
405,CTL,Year 2,12/31/2013," $18,095,000,000 ",18095000000.00," $7,507,000,000 "," $3,502,000,000 ", $-   , -   ,    ," $4,541,000,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,    
406,CTL,Year 3,12/31/2014," $18,031,000,000 ",18031000000.00," $7,846,000,000 "," $3,347,000,000 ", $-   , -   ,    ," $4,428,000,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,    
407,CTL,Year 4,12/31/2015," $17,900,000,000 ",17900000000.00," $7,778,000,000 "," $3,328,000,000 ", $-   , -   ,    ," $4,189,000,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,    
408,CTSH,Year 1,12/31/2012," $7,346,472,000 ",7346472000.00," $4,278,241,000 "," $1,557,646,000 ", $-   , -   ,    ," $149,089,000 ",Information Technology,IT Consulting & Other Services,,,,,,    ,,    
409,CTSH,Year 2,12/31/2013," $8,843,200,000 ",8843200000.00," $5,265,500,000 "," $1,727,600,000 ", $-   , -   ,    ," $172,200,000 ",Information Technology,IT Consulting & Other Services,,,,,,    ,,    
410,CTSH,Year 3,12/31/2014," $10,262,700,000 ",10262700000.00," $6,141,100,000 "," $2,037,000,000 ", $-   , -   ,    ," $199,700,000 ",Information Technology,IT Consulting & Other Services,,,,,,    ,,    
411,CTSH,Year 4,12/31/2015," $12,416,000,000 ",12416000000.00," $7,440,200,000 "," $2,508,600,000 ", $-   , -   ,    ," $325,200,000 ",Information Technology,IT Consulting & Other Services,,,,,,    ,,    
412,CTXS,Year 1,12/31/2013," $2,918,434,000 ",2918434000.00," $502,795,000 "," $1,476,916,000 "," $516,338,000 "," 516,338,000 "," 516,338,000 "," $41,668,000 ",Information Technology,Internet Software & Services,,,,,," 516,338,000 ",," 516,338,000 "
413,CTXS,Year 2,12/31/2014," $3,142,856,000 ",3142856000.00," $620,219,000 "," $1,600,187,000 "," $553,817,000 "," 553,817,000 "," 553,817,000 "," $39,577,000 ",Information Technology,Internet Software & Services,,,,,," 553,817,000 ",," 553,817,000 "
414,CTXS,Year 3,12/31/2015," $3,275,594,000 ",3275594000.00," $614,364,000 "," $1,538,027,000 "," $563,975,000 "," 563,975,000 "," 563,975,000 "," $41,595,000 ",Information Technology,Internet Software & Services,,,,,," 563,975,000 ",," 563,975,000 "
415,CTXS,Year 4,12/31/2016," $3,418,265,000 ",3418265000.00," $559,541,000 "," $1,620,006,000 "," $489,265,000 "," 489,265,000 "," 489,265,000 "," $29,173,000 ",Information Technology,Internet Software & Services,,,,,," 489,265,000 ",," 489,265,000 "
416,CVS,Year 1,12/31/2013," $126,761,000,000 ",126761000000.00," $102,978,000,000 ", $-   , $-   , -   ,    , $-   ,Consumer Staples,Drug Retail,,,,,,    ,,    
417,CVS,Year 2,12/31/2014," $139,367,000,000 ",139367000000.00," $114,000,000,000 ", $-   , $-   , -   ,    , $-   ,Consumer Staples,Drug Retail,,,,,,    ,,    
418,CVS,Year 3,12/31/2015," $153,290,000,000 ",153290000000.00," $126,762,000,000 ", $-   , $-   , -   ,    , $-   ,Consumer Staples,Drug Retail,,,,,,    ,,    
419,CVS,Year 4,12/31/2016," $177,526,000,000 ",177526000000.00," $148,669,000,000 ", $-   , $-   , -   ,    , $-   ,Consumer Staples,Drug Retail,,,,,,    ,,    
420,CVX,Year 1,12/31/2012," $230,590,000,000 ",230590000000.00," $163,336,000,000 "," $17,100,000,000 ", $-   , -   ,    ," $13,413,000,000 ",Energy,Integrated Oil & Gas,,,,,,    ,,    
421,CVX,Year 2,12/31/2013," $220,156,000,000 ",220156000000.00," $159,323,000,000 "," $17,573,000,000 ", $-   , -   ,    ," $14,186,000,000 ",Energy,Integrated Oil & Gas,,,,,,    ,,    
